Nom,Prix,Prix barré,Lien
Music Pioneer JR04 Blutooth 5.3 Earbuds OWS Écouteurs Stéréo Sans Fil Ouverts,"2,900 FCFA","5,900 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA0A7GH3NAFAMZ-40951198&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Support De Bureau Pour Téléphone Portable Support De Table Pliant Et élévateur,"1,208 FCFA","2,268 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070CA17TMQWNAFAMZ-40687312&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Itel A50C - 2GB RAM + 64GB ROM - 8MP/ 5_MP 4000mAh Noir,"38,500 FCFA","50,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IT293MP1HBGMBNAFAMZ-41288613&return=%2Ftelephone-tablette%2F%3Fpage%3D3
P47 - Casque Audio Bluetooth - Blanc,"2,380 FCFA","4,608 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1LUTWYNAFAMZ-34563397&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Tablette éducative W8 Pour Enfants 6GB RAM 128GB MEMOIRE,"25,270 FCFA","35,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=BE036MP0696DSNAFAMZ-36249136&return=%2Ftelephone-tablette%2F%3Fpage%3D3
TiLECC TWS Écouteurs Bluetooth Sans Fil Écouteurs Hifi étanches,"3,799 FCFA","8,999 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TI857EA05MZ6FNAFAMZ-40870296&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Tecno POP 8 - 4G - 64Go Rom - (2+2)Go Ram - 2 SIM - Blanc,"49,800 FCFA","98,770 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0EN98SNAFAMZ-40409019&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Ace Elec Aipods Pro2 Wireless Stereo Bluetooth Earphones Fingerprint,"1,990 FCFA","4,098 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=AC851EA17FIXSNAFAMZ-36277851&return=%2Ftelephone-tablette%2F%3Fpage%3D3
TiLECC M90-Écouteurs Sans Fil - Bluetooth 5.3,"2,699 FCFA","7,410 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0QZ4GQNAFAMZ-34926127&return=%2Ftelephone-tablette%2F%3Fpage%3D3
P9 Écouteurs Bluetooth Sans Fil P9 Pro Casque Audio Bluetooth Super Bass Ecouteurs-Blanc,"2,545 FCFA","4,912 FCFA",https://www.jumia.ci/generic-p9-ecouteurs-bluetooth-sans-fil-p9-pro-casque-audio-bluetooth-super-bass-ecouteurs-blanc-27846614.html
TiLECC Écouteurs Sans Fil Bluetooth Air Pro3 Hifi Écouteurs élégants,"2,239 FCFA","7,188 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1E7122NAFAMZ-34926121&return=%2Ftelephone-tablette%2F%3Fpage%3D3
T500 Montre Connectée Série5 - Noir,"5,000 FCFA","9,999 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1B364WNAFAMZ-36374537&return=%2Ftelephone-tablette%2F%3Fpage%3D3
"Music Pioneer Bluetooth Casque Bluetooth Sans Fil P9, écouteurs De Sport,Anti Bruit Avec Micro Pour IOS Android","2,650 FCFA","7,575 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA17OTT2NAFAMZ-34992301&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Itel Power Bank Itel Star 200C 20 000 MAh Type C Noir 12 Mois De Garantie,"8,200 FCFA","15,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IT293EA01Y930NAFAMZ-40368419&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Samsung Galaxy A16 4G RAM 8Go - ROM 256Go - Noir,"129,900 FCFA","195,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP1GEFCFNAFAMZ-40931992&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Écouteurs De Sport Sans Fil Bluetooth 5.3 Avec Affichage Led Et Microphone,"2,000 FCFA","5,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1A853ANAFAMZ-36895412&return=%2Ftelephone-tablette%2F%3Fpage%3D3
TiLECC Ultra 8 - Montre Intelligente + Ecouteur Bluetooth - Blanc / Noir,"6,810 FCFA","13,626 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA03VHNSNAFAMZ-35330152&return=%2Ftelephone-tablette%2F%3Fpage%3D3
Oreillette Bluetooth F9-5 LED 5.3 - Noir,"1,880 FCFA","6,500 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1LPMIKNAFAMZ-40265557&return=%2Ftelephone-tablette%2F%3Fpage%3D3
SATELLITE 128GB Superspeed MicroSD Memory Card + Adapter,"5,413 FCFA","10,418 FCFA",https://www.jumia.ci/generic-satellite-128gb-superspeed-microsd-memory-card-adapter-27896540.html
Wireless Bluetooth 5.2 Earphone Touch LED Stereo Audio,"3,155 FCFA","6,078 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA02DZTINAFAMZ-36890139&return=%2Ftelephone-tablette%2F%3Fpage%3D4
"Itel P65 - 6,7"" HD- 128+ 4Go- 50MP- 4G+  Noir","51,500 FCFA","70,000 FCFA",https://www.jumia.ci/itel-p65-67-hd-128-4go-50mp-4g-noir-30087112.html
TiLECC Ultra 7-in-1 Watch Band Smart Watch 49mm Series 8 Ultra Smart Watch 49mm,"7,229 FCFA","13,328 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0AMS0CNAFAMZ-40612589&return=%2Ftelephone-tablette%2F%3Fpage%3D4
TiLECC T900 Pro Max - Montre Intelligente - 45 Mm 2.09 Pouces - Noir,"5,999 FCFA","12,234 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0QI1KWNAFAMZ-36198710&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Music Pioneer Casque Bluetooth P9 Sans Fil - Compatible Avec IOS Et Android,"2,900 FCFA","6,408 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA0FEP9YNAFAMZ-36874937&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Samsung Ecouteur Bluetooth San Fil Samsung MG-S20 V5.0 LED Buds - Noir,"5,500 FCFA","12,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024EA09EAJKNAFAMZ-39418796&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Ecouteur SAMSUNG MG-S20 Écouteurs Bluetooth,"6,500 FCFA","20,500 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=EC297EA15R9PUNAFAMZ-34558757&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Full Touch Smart Watch Sports Waterproof BT Call NFC Watch Series 9,"7,935 FCFA","15,180 FCFA",https://www.jumia.ci/generic-full-touch-smart-watch-sports-waterproof-bt-call-nfc-watch-series-9-28126703.html
"Samsung Galaxy A06 - 4G - 2 SIM - 6.7"" - 4/128Go - 50Mpx - 5000 MAh - Light Blue","62,000 FCFA","110,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP19Z3C3NAFAMZ-40748062&return=%2Ftelephone-tablette%2F%3Fpage%3D4
TiLECC BT30 ENC écouteurs Sans Fil Bluetooth à Suppression De Bruit,"2,199 FCFA","7,410 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA10FVLONAFAMZ-36476961&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Casque B39 Bluetooth - Compatible Avec Smartphone - Ordinateur - Blanc,"3,275 FCFA","10,173 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1MQO1SNAFAMZ-33218621&return=%2Ftelephone-tablette%2F%3Fpage%3D4
"Tecno .TECNO SPARK 30C - 6,6"" - 256GO ROM - (4+4)GO RAM - 2 Sim - 50 MP - 5000MAH- N","84,000 FCFA","105,000 FCFA",https://www.jumia.ci/tecno-.tecno-spark-30c-66-256go-rom-44go-ram-2-sim-50-mp-5000mah-n-29995275.html
XIAOMI REDMI 14C - 6.88 Pouces - 128Go ROM - 4Go RAM - 2 SIM - 4G - 13Mpx/50Mpx - 5160 MAH - Bleu,"59,000 FCFA","110,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928MP0BN71VNAFAMZ-40842337&return=%2Ftelephone-tablette%2F%3Fpage%3D4
EAGEAT Wireless Earpods Bluetooth 5.0 Earphones Pink,"1,699 FCFA","2,599 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA13H510NAFAMZ-40279492&return=%2Ftelephone-tablette%2F%3Fpage%3D4
XIAOMI Redmi A3x 4G-6.71''-3/64Go-8Mpx-noir Garantie 12 Mois,"41,300 FCFA","50,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928MP1HMUYJNAFAMZ-41099534&return=%2Ftelephone-tablette%2F%3Fpage%3D4
"Samsung Galaxy A06 - 4G - 2 SIM - 6.7"" - 4/64Go - 50Mpx - 5000 MAh - Bleu Clair","55,500 FCFA","90,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP1GIUZNNAFAMZ-40748073&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Wd power Bank Bank Power Banks 4 Câbles De Charge Intégrés 10000mAh - NOIR/BLANC,"5,900 FCFA","15,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=WD137EA0W0RF8NAFAMZ-32264436&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Chargeur Rapide 45W - Affichage Numérique - 2PD+2USB,"3,300 FCFA","5,588 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0I4SAWNAFAMZ-39487419&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Samsung Ecouteur Bluetooth San Fil MG-S20 V5.0 LED Buds - Noir,"5,200 FCFA","12,000 FCFA",https://www.jumia.ci/samsung-ecouteur-bluetooth-san-fil-mg-s20-v5.0-led-buds-noir-30140600.html
"Tecno .TECNO SPARK 30C - 6,67"" - 128GO ROM - (4+4)GO RAM - 2 SIM - 50 Mpx - 5000 MAH- W","69,400 FCFA","85,000 FCFA",https://www.jumia.ci/tecno-.tecno-spark-30c-667-128go-rom-44go-ram-2-sim-50-mpx-5000-mah-w-29984302.html
"Tecno Pop 9 - 6,67"" - 64Go Rom - (3+3)Go Ram - Dual Sim - 13MP - 5000MAH- Blanc","53,800 FCFA","91,890 FCFA",https://www.jumia.ci/tecno-pop-9-667-64go-rom-33go-ram-dual-sim-13mp-5000mah-blanc-29968964.html
P47 - Casque Bluetooth - Blanc,"2,250 FCFA","4,608 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0MHYYUNAFAMZ-28228829&return=%2Ftelephone-tablette%2F%3Fpage%3D4
POHB Fast Charge Portable Power Banks Detachable And Removable Data Cable Mobile Phone Holder Included - 20000mah C21 - Black,"7,728 FCFA","9,922 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=PO230EA05VDXKNAFAMZ-35788278&return=%2Ftelephone-tablette%2F%3Fpage%3D4
BT Selfie Stick Foldable Tripod 360° Rotation,"2,153 FCFA","4,078 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0CK77QNAFAMZ-35061695&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Lenovo Lp40 Bluetooth 5.0 Écouteurs étanches Écouteurs Tactiles Noir,"3,980 FCFA","7,367 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA161DAQNAFAMZ-34915262&return=%2Ftelephone-tablette%2F%3Fpage%3D4
"Guixia Air31 Écouteurs Intra-Auriculaires Bluetooth Transparent À Réduction De Bruit, Casque Sans Fil Avec Affichage Numérique","2,049 FCFA","3,908 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0Q24IMNAFAMZ-37019930&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Tecno SPARK 30C 6.67” 8GB RAM / 128GB ROM Android 14 4G Noir,"65,005 FCFA","69,000 FCFA",https://www.jumia.ci/tecno-spark-30c-6.67-8gb-ram-128gb-rom-android-14-4g-noir-30472155.html
Music Pioneer Casque Bluetooth P9 Sans Fil-Compatible Avec IOS Et Android,"2,650 FCFA","3,980 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA0I12K6NAFAMZ-33491535&return=%2Ftelephone-tablette%2F%3Fpage%3D4
"Tecno Camon 40 - 6.78""- 4G - 2 SIM - (8+8)Go RAM  - 256Go ROM – 32Mpx/50MP+8MP - 5200 MAh – Vert","139,500 FCFA","230,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0Q0UBBNAFAMZ-41223498&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Infinix HOT 50i  - 128Go + 4Go - 8 MP - 5000 MAh - Gris - 12 Mois Garantie,"64,700 FCFA","85,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IN805MP0QFFJNNAFAMZ-40756811&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Montre Connectée + 7 Bracelets + Étui De Protection + Écouteurs,"9,700 FCFA","22,839 FCFA",https://www.jumia.ci/generic-montre-connectee-7-bracelets-etui-de-protection-ecouteurs-30094533.html
Oraimo FreePods Lite 40-hour Playtime ENC True Wireless Earbuds,"9,612 FCFA","11,889 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0F822KNAFAMZ-35362098&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Pouces Full Touch Montre Intelligente Sport Bluetooth Appel,"8,900 FCFA","15,999 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1CJCTONAFAMZ-32694732&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Music Pioneer Écouteurs Bluetooth Sans Fil Hifi - Blanc,"1,980 FCFA","4,902 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA0YVGKFNAFAMZ-21313358&return=%2Ftelephone-tablette%2F%3Fpage%3D4
"Itel ISW-015 Storm Plus Montre Intelligente HD étanche 2.01""- Noir","7,800 FCFA","21,000 FCFA",https://www.jumia.ci/itel-isw-015-storm-plus-montre-intelligente-hd-etanche-2.01-noir-30151229.html
Oraimo BoomPop 2 Powerful Deep Bass Dual Device Wireless Headset,"14,000 FCFA","29,498 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0HBV30NAFAMZ-36476937&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Ace Elec 66W Pøwer Banks 20000 MAh  Portable Super Fast Charger,"6,200 FCFA","20,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=AC851EA1COF6ONAFAMZ-40633895&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Oreillette Bluetooth Air Pro 3 - Noir,"1,851 FCFA","9,590 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA051DDUNAFAMZ-36586055&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Casques Bluetooth Pro2 Écouteurs Sans Fil Pro Earpods Écouteurs,"2,278 FCFA","3,859 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=RI137EA1HBRVKNAFAMZ-40728177&return=%2Ftelephone-tablette%2F%3Fpage%3D4
Oreillette Bluetooth Air Pro 3 - Noir,"1,848 FCFA","4,151 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA02Z61INAFAMZ-28217869&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Tecno Tecno. Pop 9 - 6,67"" - 64Go Rom - (3+3)Go Ram - Dual Sim - 13MP - 5000MAH*","53,800 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0094P4NAFAMZ-40690029&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Infinix HOT 50 Pro+  - 256Go + 8Go - 50 MP - 5000 MAh - Gris - 25 Mois Garantie,"124,750 FCFA","150,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IN805MP04O4JRNAFAMZ-40952527&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Music Pioneer Air 4S Ecouteurs Bluetooth Sans Fil,Ecouteur Bluetooth 5.3 Hi-Fi Son Stéréo,avec Réduction De Bruit,Contrôle Tactile, Avec étui De Chargement - Blanc","2,527 FCFA","7,618 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA16UDDYNAFAMZ-26926606&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"ARHANORY 8 ""Ring Light Téléphone Trépied Support De Téléphone","3,690 FCFA","6,122 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0CCCC3NAFAMZ-20626664&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Tecno POP 9 - 6,67"" - 128GO ROM - (3+3)GO RAM - 2 SIM - 13MP - 5000MAH - W","61,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=TE292MP1DSFRSNAFAMZ-40710743&return=%2Ftelephone-tablette%2F%3Fpage%3D5
XIAOMI REDMI 14C - 6.88 Pouces - 128Go ROM - (4+4)Go RAM - 2 SIM - 4G - 13Mpx/50Mpx - 5160 MAH - Bleu,"59,000 FCFA","110,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=XI928MP05OV03NAFAMZ-40842336&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Samsung A05S - 6.7"" - 4G - 128GO ROM - 4GO RAM - 50MP/13MP - 2 SIM - 5000MAH- P","75,500 FCFA","135,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP0CKNACNAFAMZ-40382991&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"XIAOMI Redmi 14C - 128 Go - 4Go RAM - 6,88"" - 5160mAh - 50Mpx- Dual Sim","58,500 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=XI928MP0LRQIBNAFAMZ-40820558&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Samsung Galaxy A16 - 2 Sim - 4G - 6.6 Pouces - 4Go RAM - 128Go ROM - 13Mpx/50+5+2Mpx - 5000 MAh - GRIS,"84,400 FCFA","160,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP0ROFZRNAFAMZ-40872765&return=%2Ftelephone-tablette%2F%3Fpage%3D5
EAGEAT Phone Stand Adjustable Swivel  Desktop Metal Tablet Stand,"1,018 FCFA","2,057 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1LC56CNAFAMZ-40279495&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Music Pioneer Kit Combiné 2-en-1 T500&Air4S Smartwatch+Casque Bluetooth,"4,700 FCFA","9,118 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA19BXTYNAFAMZ-38164713&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Type-C To USB C To Micro USB To Lighting Fast Charging Adapter Kit OTG Multi Box,"2,200 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0OFCXINAFAMZ-37446179&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Tecno Pop 8 - 6.6'' - 2 Sim - 2/64 Go - 13Mpx - 4G LTE - 5000mAh - Noir,"50,000 FCFA","60,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TE292MP0B4003NAFAMZ-41260572&return=%2Ftelephone-tablette%2F%3Fpage%3D5
TiLECC Écouteurs Suspendus OWS Sports Écouteurs Bluetooth Écouteurs Sans Fil,"2,799 FCFA","9,704 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=TI857EA0P6YJJNAFAMZ-40963024&return=%2Ftelephone-tablette%2F%3Fpage%3D5
VANIR Wireless In-ear Earbuds With Noise Cancellation,"3,263 FCFA","6,000 FCFA",https://www.jumia.ci/vanir-wireless-in-ear-earbuds-with-noise-cancellation-30086264.html
"ZAOPAI Tablette Pour Enfants, Tablette Android 7 Pouces Avec WiFi, 1 Go + 8 Go Bleu","24,500 FCFA","47,800 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070MP1KNA8UNAFAMZ-35021667&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Samsung Galaxy A16 - 2 Sim - 4G - 6.6 Pouces - 4Go RAM - 128Go ROM - 13Mpx/50+5+2Mpx - 5000 MAh - Noir,"84,400 FCFA","130,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP0B6QJBNAFAMZ-40873142&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Wd power Bank GG Power Bank  à Crampons 10000mAH,"6,800 FCFA",,https://www.jumia.ci/wd-power-bank-gg-power-bank-a-crampons-10000mah-22002601.html
VIC Portable Tripod Adjusting Metal Stand,"3,210 FCFA","7,765 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=VI606EA073XKONAFAMZ-40417066&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Pro Ecouteurs Bluetooth San Fil Pro 8 Plus - Blanc,"6,500 FCFA","11,000 FCFA",https://www.jumia.ci/pro-ecouteurs-bluetooth-san-fil-pro-8-plus-blanc-27917819.html
Itel A06 (2+2) Ram / 32 GB Rom - 8Mpx - 4000Mah- Bleu,"37,500 FCFA",,https://www.jumia.ci/itel-a06-22-ram-32-gb-rom-8mpx-4000mah-bleu-29988275.html
Lenovo Lp40 Bluetooth 5.0 Écouteurs étanches Écouteurs Tactiles-,"3,980 FCFA","7,390 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA1BZPCINAFAMZ-34915263&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Samsung Galaxy A06 - 4G - 2 SIM - 6.7"" - 4/64Go - 50Mpx - 5000 MAh - Black","55,500 FCFA","90,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP1AKIXVNAFAMZ-40748072&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Genera Sound Headsets Noise Cancelling HD Binaural Call -Purple,"1,880 FCFA","3,451 FCFA",https://www.jumia.ci/genera-sound-headsets-noise-cancelling-hd-binaural-call-purple-26908047.html
Oraimo FreePods 4 Active Noise Cancellation Earbuds,"20,541 FCFA","40,144 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA1EFU3ONAFAMZ-32748506&return=%2Ftelephone-tablette%2F%3Fpage%3D5
C Idea CM516 Tablet Tablet With 6GB RAM 128GB ROM  Android 14 Sim Pink,"29,656 FCFA","59,312 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=CI874MP195X6JNAFAMZ-40855492&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Samsung Galaxy A05 - 6.7"" - Ram 4/64Go - 5000mAh - 4G - Silver","52,900 FCFA","90,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=SA024MP0KKJP8NAFAMZ-36385796&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Nokia 106 GSM 1.8'' Radio FM Dual / Double SIM Torche - Noir,"9,790 FCFA",,https://www.jumia.ci/customer/account/login/?tkWl=NO228MP08WVL0NAFAMZ-33031853&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Casque Stéréo Sans Fil B39 Bluetooth 5.0 Lumineux Et Coloré, Écouteurs Supra-Auriculaires Avec Basses Puissantes, Écouteurs Pour Jeux, Musique Et Sports","3,275 FCFA","10,173 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1GSC00NAFAMZ-33218620&return=%2Ftelephone-tablette%2F%3Fpage%3D5
EAGEAT T900 Pro Max 49mm Smart Watch,"3,999 FCFA","7,645 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=EA027EA0GGZZKNAFAMZ-40704627&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Casque Stéréo Sans Fil B39 Bluetooth 5.0 Lumineux Et Coloré, Écouteurs Supra-Auriculaires Avec Basses Puissantes, Écouteurs Pour Jeux, Musique Et Sports","3,480 FCFA","8,890 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0WJ6SCNAFAMZ-36415968&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"Itel S25 Ultra 6,78"" AMOLED 256+8 4G Android-Noir + Smartwatch 023 OFFERT","103,900 FCFA","180,000 FCFA",https://www.jumia.ci/itel-s25-ultra-678-amoled-2568-4g-android-noir-smartwatch-023-offert-30171608.html
Lenovo Écouteurs Thinkplus BT Écouteurs Sans Fil XT88,"6,610 FCFA","12,558 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=LE018EA07CVDYNAFAMZ-35057043&return=%2Ftelephone-tablette%2F%3Fpage%3D5
"ZAOPAI Rose Tablette Pour Enfants, Tablette Android 7 Pouces Avec WiFi,1 Go + 8 Go","23,992 FCFA","43,278 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070MP0BFY8ONAFAMZ-40733559&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Infinix Smart 9  - 128Go + 3Go - 8 MP - 5000 MAh - Noir - 12 Mois Garantie,"59,850 FCFA","75,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IN805MP03W3ZFNAFAMZ-40829742&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Oreillette Bluetooth Air Pro 3 - Blanc,"1,680 FCFA","9,590 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA1G2M6ANAFAMZ-36586053&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Oraimo FreePods Lite 40-hour Playtime ENC True Wireless Earbuds,"8,784 FCFA","11,889 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=OR234EA0L6E4CNAFAMZ-35362099&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Music Pioneer Casque Bluetooth P9 Sans Fil - Compatible Avec IOS Et Android - Vert,"2,550 FCFA","3,500 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MU676EA0CGUBINAFAMZ-36882559&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Mobil MOBIWIRE H30  -  Peut être Utiliser Comme Portable Ou Combiner Fixe Idéal Pour Bureaux Réception Maison  1 SIM,"8,500 FCFA","15,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=MO005MP0BZEXZNAFAMZ-41002787&return=%2Ftelephone-tablette%2F%3Fpage%3D5
Écouteur Bluetooth Sans Fil S20 Tactile LED Audio Stéréo,"3,125 FCFA","6,086 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=GE070EA0CI88GNAFAMZ-36248268&return=%2Ftelephone-tablette%2F%3Fpage%3D6
Tecno Pop 8 - 6.6'' - 2 Sim - 2/64 Go - 13Mpx - 4G LTE - 5000mAh - Noir,"48,404 FCFA","55,200 FCFA",https://www.jumia.ci/tecno-pop-8-6.6-2-sim-264-go-13mpx-4g-lte-5000mah-noir-30472129.html
Original TWS M90 Pro Wireless  Gaming Earphone Bluetooth 5.3 Sports Earbuds With Mic For All Phone,"1,990 FCFA",,https://www.jumia.ci/generic-original-tws-m90-pro-wireless-gaming-earphone-bluetooth-5.3-sports-earbuds-with-mic-for-all-phone-30135347.html
Infinix HOT 50 Pro+  - 128Go + 8Go - 48 /8MP - 5000 MAh - Noir - 25 Mois Garantie,"108,900 FCFA","125,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=IN805MP0HAZJRNAFAMZ-40981879&return=%2Ftelephone-tablette%2F%3Fpage%3D6
POHB Fast Charge Portable Power Banks With 4 Charging Cables 20000mah-black C20,"10,550 FCFA","30,000 FCFA",https://www.jumia.ci/customer/account/login/?tkWl=PO230EA061ZCSNAFAMZ-35361482&return=%2Ftelephone-tablette%2F%3Fpage%3D6
